task_id,office_type,task_type,mode,model,seed,Q,TMS,prompt_tokens,completion_tokens,total_tokens,cached_tokens,elapsed,llm_calls,error
t-PROJ-H-03,project,high_coupling,team_last,kimi-k3,0,0.5833,False,8715,6384,15099,3840,152.7,4,""
t-PROJ-H-03,project,high_coupling,team_last,kimi-k3,1,0.5833,False,9166,7918,17084,1024,181.87,4,""
t-PROJ-H-03,project,high_coupling,team_last,kimi-k3,2,0.5833,False,9036,7085,16121,1024,161.58,4,""
t-PROJ-L-01,project,low_coupling,single_refine_k,kimi-k3,0,0.5833,False,5025,3966,8991,0,110.99,3,""
t-PROJ-L-01,project,low_coupling,single_refine_k,kimi-k3,1,0.5833,False,4956,4078,9034,0,106.85,3,""
t-PROJ-L-01,project,low_coupling,single_refine_k,kimi-k3,2,0.5833,False,4614,3593,8207,0,94.84,3,""
t-PROJ-L-01,project,low_coupling,single,kimi-k3,0,0.5833,False,1029,1171,2200,0,33.42,1,""
t-PROJ-L-01,project,low_coupling,single,kimi-k3,1,0.5833,False,1029,1573,2602,1024,52.58,1,""
t-PROJ-L-01,project,low_coupling,single,kimi-k3,2,0.375,False,1029,1586,2615,1024,49.24,1,""
t-PROJ-L-01,project,low_coupling,team_blackboard,kimi-k3,0,0.5833,False,4077,2013,6090,0,49.92,3,""
t-PROJ-L-01,project,low_coupling,team_blackboard,kimi-k3,1,0.5833,False,3982,1763,5745,1792,46.7,3,""
t-PROJ-L-01,project,low_coupling,team_blackboard,kimi-k3,2,0.5833,False,3961,2969,6930,768,78.96,3,""
t-PROJ-L-01,project,low_coupling,team_concat,kimi-k3,0,0.5833,False,3845,1926,5771,768,47.76,3,""
t-PROJ-L-01,project,low_coupling,team_concat,kimi-k3,1,0.7917,False,3906,2373,6279,1536,60.83,3,""
t-PROJ-L-01,project,low_coupling,team_concat,kimi-k3,2,0.5833,False,4377,2236,6613,768,56.7,3,""
t-PROJ-L-01,project,low_coupling,team_integrator,kimi-k3,0,1.0,True,5717,3013,8730,768,71.79,4,""
t-PROJ-L-01,project,low_coupling,team_integrator,kimi-k3,1,1.0,True,5776,3711,9487,0,88.76,4,""
t-PROJ-L-01,project,low_coupling,team_integrator,kimi-k3,2,1.0,True,5685,3991,9676,0,96.87,4,""
t-PROJ-L-01,project,low_coupling,team_last,kimi-k3,0,0.5833,False,4309,2520,6829,0,64.2,3,""
t-PROJ-L-01,project,low_coupling,team_last,kimi-k3,1,0.375,False,4037,2124,6161,768,54.04,3,""
t-PROJ-L-01,project,low_coupling,team_last,kimi-k3,2,0.5833,False,3905,1942,5847,1536,50.35,3,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,kimi-k3,0,0.875,False,6251,6110,12361,0,157.99,3,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,kimi-k3,1,0.875,False,6203,11492,17695,0,328.33,3,""
t-PROJ-M-02,project,medium_coupling,single_refine_k,kimi-k3,2,0.8611,False,6029,9823,15852,0,260.59,3,""
t-PROJ-M-02,project,medium_coupling,single,kimi-k3,0,0.75,False,1371,2351,3722,0,63.92,1,""
t-PROJ-M-02,project,medium_coupling,single,kimi-k3,1,0.875,False,1371,1884,3255,1280,56.8,1,""
t-PROJ-M-02,project,medium_coupling,single,kimi-k3,2,0.875,False,1371,3153,4524,1280,79.11,1,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,kimi-k3,0,0.225,False,5866,2410,8276,0,67.39,3,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,kimi-k3,1,0.4444,False,6113,3136,9249,2304,92.11,3,""
t-PROJ-M-02,project,medium_coupling,team_blackboard,kimi-k3,2,0.25,False,5884,3269,9153,3328,90.38,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,kimi-k3,0,0.5417,False,6424,3450,9874,0,94.3,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,kimi-k3,1,0.7778,False,6193,3959,10152,1280,104.87,3,""
t-PROJ-M-02,project,medium_coupling,team_concat,kimi-k3,2,0.5833,False,6339,2784,9123,4096,75.87,3,""
t-PROJ-M-02,project,medium_coupling,team_integrator,kimi-k3,0,0.7778,False,8957,6874,15831,1024,167.91,4,""
t-PROJ-M-02,project,medium_coupling,team_integrator,kimi-k3,1,0.7917,False,8857,9050,17907,4096,214.66,4,""
t-PROJ-M-02,project,medium_coupling,team_integrator,kimi-k3,2,0.7778,False,9222,9664,18886,2304,204.59,4,""
t-PROJ-M-02,project,medium_coupling,team_last,kimi-k3,0,0.4444,False,6291,4421,10712,1792,116.67,3,""
t-PROJ-M-02,project,medium_coupling,team_last,kimi-k3,1,0.3611,False,5859,4041,9900,1280,110.25,3,""
t-PROJ-M-02,project,medium_coupling,team_last,kimi-k3,2,0.4242,False,7359,4653,12012,2304,119.57,3,""
t-CONTENT-H-03,content,high_coupling,single_bon_k,kimi-k3,0,1.0,True,10730,13257,23987,0,379.34,5,""
t-CONTENT-H-03,content,high_coupling,single_bon_k,kimi-k3,1,1.0,True,9577,19297,28874,0,515.13,5,""
t-CONTENT-H-03,content,high_coupling,single_bon_k,kimi-k3,2,1.0,True,9760,16254,26014,0,437.46,5,""
t-CONTENT-L-01,content,low_coupling,single_bon_k,kimi-k3,0,0.5833,False,5381,20424,25805,0,553.43,4,""
t-CONTENT-L-01,content,low_coupling,single_bon_k,kimi-k3,1,0.5833,False,5026,18443,23469,0,494.26,4,""
t-CONTENT-L-01,content,low_coupling,single_bon_k,kimi-k3,2,0.5833,False,4426,6559,10985,0,183.73,4,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,kimi-k3,0,0.375,False,5102,14530,19632,0,410.2,4,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,kimi-k3,1,0.375,False,4866,8196,13062,0,253.78,4,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,kimi-k3,2,0.375,False,4912,7190,12102,0,221.24,4,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,kimi-k3,0,0.4583,False,8161,19706,27867,0,489.15,5,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,kimi-k3,1,0.25,False,8247,15386,23633,0,395.89,5,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,kimi-k3,2,0.25,False,8475,19895,28370,0,555.28,5,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,kimi-k3,0,1.0,True,3894,3799,7693,0,94.83,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,kimi-k3,1,1.0,True,4078,7426,11504,0,177.28,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,kimi-k3,2,0.375,False,3820,4656,8476,0,109.65,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,kimi-k3,0,0.4167,False,5308,9396,14704,0,253.23,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,kimi-k3,1,0.4479,False,5114,8425,13539,0,229.59,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,kimi-k3,2,0.5104,False,4711,9336,14047,0,252.74,4,""
t-DATA-H-03,data,high_coupling,single_bon_k,kimi-k3,0,1.0,True,12908,4856,17764,0,124.79,4,""
t-DATA-H-03,data,high_coupling,single_bon_k,kimi-k3,1,1.0,True,12776,5495,18271,0,134.03,4,""
t-DATA-H-03,data,high_coupling,single_bon_k,kimi-k3,2,1.0,True,12600,4669,17269,0,123.62,4,""
t-DATA-L-01,data,low_coupling,single_bon_k,kimi-k3,0,0.375,False,5909,12268,18177,0,321.86,3,""
t-DATA-L-01,data,low_coupling,single_bon_k,kimi-k3,1,0.375,False,5744,5450,11194,0,133.13,3,""
t-DATA-L-01,data,low_coupling,single_bon_k,kimi-k3,2,0.375,False,6687,7132,13819,0,165.67,3,""
t-DATA-M-02,data,medium_coupling,single_bon_k,kimi-k3,0,0.6071,False,4938,6663,11601,0,179.91,4,""
t-DATA-M-02,data,medium_coupling,single_bon_k,kimi-k3,1,0.4509,False,4974,7547,12521,0,201.31,4,""
t-DATA-M-02,data,medium_coupling,single_bon_k,kimi-k3,2,0.6071,False,5207,8315,13522,0,216.96,4,""
t-DOC-H-03,document,high_coupling,single_bon_k,kimi-k3,0,0.375,False,9631,20678,30309,0,536.7,5,""
t-DOC-H-03,document,high_coupling,single_bon_k,kimi-k3,1,0.375,False,8551,22364,30915,0,566.63,5,""
t-DOC-H-03,document,high_coupling,single_bon_k,kimi-k3,2,0.375,False,8925,20789,29714,0,549.05,5,""
t-DOC-L-01,document,low_coupling,single_bon_k,kimi-k3,0,0.8125,False,5207,6933,12140,0,153.49,4,""
t-DOC-L-01,document,low_coupling,single_bon_k,kimi-k3,1,0.8125,False,5166,5189,10355,0,118.6,4,""
t-DOC-L-01,document,low_coupling,single_bon_k,kimi-k3,2,0.8125,False,5209,6653,11862,0,166.72,4,""
t-DOC-M-02,document,medium_coupling,single_bon_k,kimi-k3,0,0.7292,False,6348,14074,20422,0,371.44,4,""
t-DOC-M-02,document,medium_coupling,single_bon_k,kimi-k3,1,0.7292,False,7128,12197,19325,0,331.78,4,""
t-DOC-M-02,document,medium_coupling,single_bon_k,kimi-k3,2,0.7292,False,6032,10625,16657,0,283.82,4,""
t-PROJ-H-03,project,high_coupling,single_bon_k,kimi-k3,0,0.5833,False,11678,24358,36036,0,569.19,5,""
t-PROJ-H-03,project,high_coupling,single_bon_k,kimi-k3,1,0.5833,False,11175,26935,38110,0,626.3,5,""
t-PROJ-H-03,project,high_coupling,single_bon_k,kimi-k3,2,0.5833,False,11476,28746,40222,0,678.42,5,""
t-PROJ-L-01,project,low_coupling,single_bon_k,kimi-k3,0,0.5833,False,5699,5734,11433,0,143.67,4,""
t-PROJ-L-01,project,low_coupling,single_bon_k,kimi-k3,1,0.5833,False,5697,4815,10512,0,118.51,4,""
t-PROJ-L-01,project,low_coupling,single_bon_k,kimi-k3,2,0.5833,False,5661,4321,9982,0,105.27,4,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,kimi-k3,0,0.85,False,7865,11273,19138,0,305.55,4,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,kimi-k3,1,0.875,False,7408,12648,20056,0,346.09,4,""
t-PROJ-M-02,project,medium_coupling,single_bon_k,kimi-k3,2,0.75,False,8089,10521,18610,0,322.95,4,""
